Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_trans,Total_Cost,Product_Name,Product_Price_prod,Company_Name,Company_Profit,Address,Year,Month,Day,DayOfWeek,DayOfYear,Quarter,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,DaysSinceStart,Customer_TotalTransactions,Customer_TotalSpending,Customer_AvgSpending,Customer_StdSpending,Customer_MinSpending,Customer_MaxSpending,Customer_TotalQuantity,Customer_AvgQuantity,Customer_StdQuantity,Customer_MinQuantity,Customer_MaxQuantity,Customer_UniqueProducts,Customer_FirstPurchaseDay,Customer_LastPurchaseDay,Customer_AvgDaysBetweenPurchases,Customer_DaysSinceLastPurchase,Product_TotalSales,Product_TotalRevenue,Product_AvgRevenue,Product_StdRevenue,Product_TotalQuantitySold,Product_AvgQuantity,Product_StdQuantity,Product_UniqueCustomers,Product_PopularityRank,Product_MarketShare,PricePerUnit,DiscountAmount,DiscountPercentage,SpendingVsProfitRatio,RelativePurchaseSize,RelativeQuantity,CustomerProductAffinity,CustomerLoyaltyScore,CustomerProduct_Count,ProductPenetrationRate,IsHighValueTransaction,IsBulkPurchase,Season_Encoded
1612,10,17,8.0,2021-07-15,174913.84,1176000.0,RealTime Revenue,168000,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines",2021,7,15,3,196,3,28,0,0,0,0,0,551,71,94270400.0,1327752.1126760563,809346.3701141195,134400.0,3808000.0,697.0,9.816901408450704,5.750303989864808,1.0,21.0,18,182,1728,21.774647887323944,67,323,580272000.0,1796507.7399380805,907254.8943174066,3546.0,10.978328173374614,5.375019369375362,87,6.0,5.551735991749742,147000.0,-6913.8399999999965,0.0,1445.8650306748466,0.8857074967328027,0.8149210903873745,0.6546033584250145,1.0441176470588236,4,5.633802816901409,0,0,1
1616,87,17,6.0,2024-09-01,130556.44,840000.0,RealTime Revenue,168000,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",2024,9,1,6,245,3,35,1,1,0,0,0,1695,70,101796800.0,1454240.0,842090.5232760337,156800.0,3584000.0,782.0,11.17142857142857,4.943071358107806,2.0,21.0,17,92,1747,23.642857142857142,48,323,580272000.0,1796507.7399380805,907254.8943174066,3546.0,10.978328173374614,5.375019369375362,87,6.0,5.551735991749742,140000.0,37443.56,22.28783333333333,2740.8201179289736,0.5776213004730993,0.5370843989769821,0.4675738274464389,1.4285714285714286,5,7.142857142857142,0,0,1
1620,83,13,3.0,2021-01-11,210178.83,588000.0,ForecastXcelerator ,196000,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",2021,1,11,0,11,1,2,0,0,0,0,0,366,73,110180000.0,1509315.0684931506,857462.6897732171,112000.0,4480000.0,782.0,10.712328767123287,5.49615889117824,1.0,21.0,18,214,1733,20.80821917808219,62,319,647864000.0,2030921.630094044,1078445.7676272173,3452.0,10.821316614420063,5.523197234848448,89,8.0,5.482983843245101,196000.0,-14178.829999999987,0.0,1527.413876758855,0.38958068614993646,0.2800511508951407,0.28952372720200537,1.1587301587301588,2,2.73972602739726,0,0,0
1621,21,19,2.0,2024-09-20,87447.24,190400.0,EcoNomix Modeler,95200,Dynamic Enterprises 21,74653.0,"Ortigas Ave, Barangay 707, Davao City, Philippines",2024,9,20,4,264,3,38,0,0,0,0,0,1714,74,112700000.0,1522972.972972973,912094.2274828181,89600.0,4256000.0,784.0,10.594594594594595,5.583534793685729,1.0,21.0,17,292,1734,19.486486486486488,61,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,95200.0,7752.759999999995,8.143655462184867,1509.6513201076982,0.12501863354037265,0.18877551020408162,0.1870574451104583,1.1935483870967742,6,8.108108108108109,0,0,1
1622,59,6,6.0,2023-06-12,183624.98,1254400.0,RevenueVue Dashboard,179200,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",2023,6,12,0,163,2,24,0,0,0,0,0,1248,50,67054400.0,1341088.0,922630.8401522248,100800.0,3360000.0,480.0,9.6,5.454823740581938,1.0,20.0,17,306,1737,28.62,58,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,209066.66666666666,-4424.9800000000105,0.0,1344.4760797208967,0.9353599465508602,0.625,0.6716203884760787,0.847457627118644,2,4.0,0,0,1
1624,16,7,10.0,2020-12-04,136118.87,1058400.0,DataBridge Integration Tool,151200,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines",2020,12,4,4,339,4,49,0,0,0,0,0,328,63,86492000.0,1372888.888888889,872749.167510735,89600.0,3360000.0,667.0,10.587301587301587,5.425848887456558,1.0,21.0,18,60,1752,26.857142857142858,43,311,483991200.0,1556241.800643087,831648.5605004999,3256.0,10.469453376205788,5.367602879124025,86,11.0,5.34547954623582,105840.0,15081.130000000005,9.974292328042331,1277.653037107067,0.7709291032696665,0.9445277361319341,0.6800999687597625,1.4318181818181819,6,9.523809523809524,0,0,0
1629,82,6,6.0,2022-03-18,183201.78,1254400.0,RevenueVue Dashboard,179200,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",2022,3,18,4,77,1,11,0,0,0,0,0,797,52,73561600.0,1414646.1538461538,788531.3393405313,100800.0,3225600.0,562.0,10.807692307692308,5.729313894995687,1.0,20.0,17,377,1729,26.0,66,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,209066.66666666666,-4001.779999999999,0.0,1336.8030820673112,0.8867235079171742,0.5551601423487544,0.6716203884760787,0.7761194029850746,3,5.769230769230769,0,0,0
1630,49,20,10.0,2023-02-19,232072.34,1792000.0,FinSphere Intelligence Suite,224000,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",2023,2,19,6,50,1,7,1,0,0,0,0,1135,87,128704800.0,1479365.5172413792,937188.8862788306,100800.0,3920000.0,920.0,10.574712643678161,5.290694296346787,1.0,21.0,18,371,1748,15.827586206896552,47,335,794080000.0,2370388.0597014925,1284999.9761786608,3676.0,10.973134328358208,5.491626235410308,88,3.0,5.757992437263665,179200.0,-8072.3399999999965,0.0,1114.1632833262636,1.211330113562198,0.9456521739130435,0.7559943582510579,1.8125,4,4.597701149425287,0,0,0
1631,56,13,4.0,2021-01-18,130556.44,588000.0,ForecastXcelerator ,196000,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines",2021,1,18,0,18,1,3,0,0,0,0,0,373,63,86525600.0,1373422.2222222222,853128.4417998765,95200.0,3808000.0,603.0,9.571428571428571,4.947186511329463,1.0,20.0,18,275,1746,23.349206349206348,49,319,647864000.0,2030921.630094044,1078445.7676272173,3452.0,10.821316614420063,5.523197234848448,89,8.0,5.482983843245101,147000.0,65443.56,33.38957142857143,1416.4323014716715,0.42812762927965825,0.417910447761194,0.28952372720200537,1.26,3,4.761904761904762,0,0,0
1632,39,11,16.0,2022-10-03,169840.55,2665600.0,OptiFlow Automation,156800,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines",2022,10,3,0,276,4,40,0,0,0,0,0,996,71,93161600.0,1312135.2112676057,870095.8395649123,168000.0,4480000.0,749.0,10.549295774647888,5.605580720252596,1.0,21.0,18,302,1795,21.028169014084508,0,345,588313600.0,1705256.8115942029,853435.341358289,3850.0,11.159420289855072,5.3619655054433,88,2.0,5.929872808525266,166600.0,-13040.549999999988,0.0,868.5991329075567,2.031497956239481,1.5166889185580774,1.5631663113006398,71.0,3,4.225352112676056,1,1,1
1633,46,17,5.0,2022-08-15,172942.86,840000.0,RealTime Revenue,168000,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines",2022,8,15,0,227,3,33,0,0,0,0,0,947,66,99416800.0,1506315.1515151516,876543.871953485,268800.0,3724000.0,689.0,10.43939393939394,5.770292054677162,1.0,21.0,17,274,1750,22.363636363636363,45,323,580272000.0,1796507.7399380805,907254.8943174066,3546.0,10.978328173374614,5.375019369375362,87,6.0,5.551735991749742,168000.0,-4942.859999999986,0.0,1066.486445896223,0.5576522277924857,0.47895500725689405,0.4675738274464389,1.434782608695652,5,7.575757575757576,0,0,1
1636,4,5,16.0,2021-04-07,130556.44,1428000.0,SalesSync Optimizer,84000,Prime Network 4,74653.0,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines",2021,4,7,2,97,2,14,0,0,0,0,0,452,74,103964000.0,1404918.9189189188,870911.3997488575,84000.0,3584000.0,762.0,10.297297297297296,5.233531848478013,1.0,20.0,16,302,1704,18.945945945945947,91,320,295344000.0,922950.0,497416.72228754556,3305.0,10.328125,5.525814845087949,90,7.0,5.500171880371261,89250.0,-46556.44,0.0,1392.6299010086668,1.0164287638028549,1.5538057742782154,1.547212741751991,0.8043478260869565,2,2.7027027027027026,0,1,0
1637,75,6,1.0,2022-11-08,180957.52,179200.0,RevenueVue Dashboard,179200,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines",2022,11,8,1,312,4,45,0,0,0,0,0,1032,60,100833600.0,1680560.0,973869.4756798864,168000.0,4032000.0,669.0,11.15,5.226480813598693,1.0,21.0,17,307,1751,24.066666666666666,44,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,179200.0,-1757.5199999999895,0.0,1409.5110291034136,0.10663112295901367,0.08968609865470852,0.09594576978229696,1.3333333333333333,5,8.333333333333332,0,0,1
1638,53,10,7.0,2022-08-05,96057.07,716800.0,SegmentX Targeting,89600,Global Partners 53,74653.0,"Taft Ave, Barangay 123, Manila, Philippines",2022,8,5,4,217,3,31,0,0,0,0,0,937,57,86704800.0,1521136.8421052631,1046503.8496672723,84000.0,4032000.0,602.0,10.56140350877193,5.803378153712496,1.0,21.0,16,275,1747,25.82456140350877,48,323,315481600.0,976723.2198142415,496638.45109408145,3351.0,10.374613003095975,5.54979486684454,87,6.0,5.551735991749742,102400.0,-6457.070000000007,0.0,1161.437584557888,0.4712265064909901,0.6627906976744186,0.7338824197671115,1.163265306122449,6,10.526315789473683,0,0,1
1639,50,14,17.0,2021-06-23,125165.88,2060800.0,InsightMax Insights Platform,128800,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",2021,6,23,2,174,2,25,0,0,0,0,0,529,59,99114400.0,1679905.0847457626,975634.1324958558,168000.0,4256000.0,669.0,11.338983050847459,5.355017529484575,1.0,21.0,17,304,1744,24.406779661016948,51,297,403200000.0,1357575.7575757576,689145.5716100762,3152.0,10.612794612794612,5.225480509546138,89,14.0,5.104847026469577,121223.5294117647,3634.1199999999953,2.8215217391304312,3085.9455756896446,1.2267359737838297,1.499252615844544,1.518,1.1346153846153846,4,6.779661016949152,1,1,1
1641,95,6,14.0,2021-01-29,183506.61,2688000.0,RevenueVue Dashboard,179200,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",2021,1,29,4,29,1,4,0,0,0,0,0,384,52,67491200.0,1297907.6923076923,772658.8456132333,168000.0,3360000.0,472.0,9.076923076923077,4.772659692769476,1.0,19.0,18,384,1666,24.653846153846153,129,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,192000.0,-4306.609999999986,0.0,1685.1314573918255,2.071025555924328,1.5423728813559323,1.4391865467344545,0.4,6,11.538461538461538,1,0,0
1646,41,17,15.0,2023-07-31,174436.27,2352000.0,RealTime Revenue,168000,Sky Partners 41,74653.0,"Ayala Avenue, Barangay 404, Pasig, Philippines",2023,7,31,0,212,3,31,0,0,1,0,0,1297,61,85590400.0,1403121.31147541,831193.2717715245,89600.0,3225600.0,637.0,10.442622950819672,5.448316529485458,1.0,20.0,18,312,1733,23.295081967213115,62,323,580272000.0,1796507.7399380805,907254.8943174066,3546.0,10.978328173374614,5.375019369375362,87,6.0,5.551735991749742,156800.0,-6436.2699999999895,0.0,1146.5098522497422,1.6762627584401988,1.4364207221350078,1.309206716850029,0.9682539682539683,3,4.918032786885246,1,1,1
1647,59,12,5.0,2020-11-12,84094.41,336000.0,BudgetMaster Pro,84000,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",2020,11,12,3,317,4,46,0,0,0,0,0,306,50,67054400.0,1341088.0,922630.8401522248,100800.0,3360000.0,480.0,9.6,5.454823740581938,1.0,20.0,17,306,1737,28.62,58,309,287700000.0,931067.9611650485,469496.5097197331,3270.0,10.58252427184466,5.387318451778213,85,12.0,5.3111034719834995,67200.0,-94.41000000000349,0.0,1344.4760797208967,0.25054284282612327,0.5208333333333334,0.3608759124087591,0.847457627118644,3,6.0,0,0,1
1648,17,3,9.0,2023-12-18,97581.87,806400.0,TrendWise Forecaster,100800,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",2023,12,18,0,352,4,51,0,0,0,0,0,1437,69,106495200.0,1543408.6956521738,821985.2198719752,100800.0,3808000.0,799.0,11.579710144927537,5.435195210254369,1.0,21.0,18,293,1748,21.08695652173913,47,334,360931200.0,1080632.3353293412,546497.9345476067,3392.0,10.155688622754491,5.436475682157788,84,4.0,5.740804400137504,89600.0,3218.1300000000047,3.1925892857142903,1062.3386469285558,0.522479886417416,0.7772215269086358,0.7462297523738597,1.4375,7,10.144927536231885,0,0,0
1649,82,11,1.0,2023-08-22,162738.78,313600.0,OptiFlow Automation,156800,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",2023,8,22,1,234,3,34,0,0,0,0,0,1319,52,73561600.0,1414646.1538461538,788531.3393405313,100800.0,3225600.0,562.0,10.807692307692308,5.729313894995687,1.0,20.0,17,377,1729,26.0,66,345,588313600.0,1705256.8115942029,853435.341358289,3850.0,11.159420289855072,5.3619655054433,88,2.0,5.929872808525266,313600.0,-5938.779999999999,0.0,1336.8030820673112,0.22168087697929356,0.09252669039145907,0.18390191897654584,0.7761194029850746,1,1.9230769230769231,0,0,1
1651,73,20,7.0,2021-06-11,212537.98,1792000.0,FinSphere Intelligence Suite,224000,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",2021,6,11,4,162,2,23,0,0,0,0,0,517,62,75902400.0,1224232.2580645161,773195.2882011484,100800.0,3225600.0,552.0,8.903225806451612,5.221989060832495,1.0,20.0,17,293,1744,23.403225806451612,51,335,794080000.0,2370388.0597014925,1284999.9761786608,3676.0,10.973134328358208,5.491626235410308,88,3.0,5.757992437263665,256000.0,11462.01999999999,5.11697321428571,823.3703964853285,1.4637745315036153,0.7862318840579711,0.7559943582510579,1.1923076923076923,3,4.838709677419355,0,0,1
1653,50,20,14.0,2024-06-23,130556.44,3360000.0,FinSphere Intelligence Suite,224000,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",2024,6,23,6,175,2,25,1,0,0,0,0,1625,59,99114400.0,1679905.0847457626,975634.1324958558,168000.0,4256000.0,669.0,11.338983050847459,5.355017529484575,1.0,21.0,17,304,1744,24.406779661016948,51,335,794080000.0,2370388.0597014925,1284999.9761786608,3676.0,10.973134328358208,5.491626235410308,88,3.0,5.757992437263665,240000.0,93443.56,41.715875,3085.9455756896446,2.0001130007345047,1.2346786248131538,1.4174894217207334,1.1346153846153846,5,8.47457627118644,1,0,1
1654,88,6,21.0,2024-07-17,195138.53,3584000.0,RevenueVue Dashboard,179200,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",2024,7,17,2,199,3,29,0,0,0,0,0,1649,63,93464000.0,1483555.5555555555,946294.3335637,112000.0,3724000.0,713.0,11.317460317460318,5.384641830199008,2.0,21.0,18,293,1752,23.158730158730158,43,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,170666.66666666666,-15938.529999999999,0.0,1230.5990783410139,2.415817855002996,1.855539971949509,1.9189153956459393,1.4318181818181819,6,9.523809523809524,1,1,1
1655,63,3,10.0,2022-10-15,109391.58,1108800.0,TrendWise Forecaster,100800,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",2022,10,15,5,288,4,41,1,0,0,0,0,1008,58,86116800.0,1484772.4137931035,746046.5640406624,140000.0,3225600.0,643.0,11.086206896551724,5.110307721563782,1.0,20.0,17,121,1670,26.70689655172414,125,334,360931200.0,1080632.3353293412,546497.9345476067,3392.0,10.155688622754491,5.436475682157788,84,4.0,5.740804400137504,110880.0,-8591.580000000002,0.0,1631.4016708659328,0.7467811158798283,0.9020217729393468,1.026065909514057,0.4603174603174603,4,6.896551724137931,0,0,1
1656,73,5,7.0,2023-08-20,130556.44,588000.0,SalesSync Optimizer,84000,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",2023,8,20,6,232,3,33,1,0,0,0,0,1317,62,75902400.0,1224232.2580645161,773195.2882011484,100800.0,3225600.0,552.0,8.903225806451612,5.221989060832495,1.0,20.0,17,293,1744,23.403225806451612,51,320,295344000.0,922950.0,497416.72228754556,3305.0,10.328125,5.525814845087949,90,7.0,5.500171880371261,84000.0,-46556.44,0.0,823.3703964853285,0.4803010181496237,0.7862318840579711,0.6370875995449374,1.1923076923076923,5,8.064516129032258,0,0,1
1658,34,19,2.0,2023-12-22,102202.01,190400.0,EcoNomix Modeler,95200,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines",2023,12,22,4,356,4,51,0,0,0,0,0,1441,79,113422400.0,1435726.582278481,932814.5302652972,84000.0,4480000.0,855.0,10.822784810126583,5.273930791313171,1.0,21.0,18,305,1732,18.063291139240505,63,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,95200.0,-7002.009999999995,0.0,1970.1307950183252,0.13261577959909154,0.18479532163742687,0.1870574451104583,1.234375,5,6.329113924050633,0,0,0
1659,84,9,12.0,2021-07-10,115182.39,1344000.0,Product 9,112000,Green  Solutions  84,74653.0,"SLEX, Barangay 456, Taguig, Philippines",2021,7,10,5,191,3,27,1,0,0,0,0,546,72,117303200.0,1629211.111111111,750276.574648545,123200.0,4480000.0,852.0,11.833333333333334,5.007037301160364,1.0,21.0,18,333,1791,20.25,4,334,409024000.0,1224622.754491018,575379.7087232117,3557.0,10.649700598802395,5.2619134013039845,86,4.0,5.740804400137504,112000.0,-3182.3899999999994,0.0,1571.3126063252648,0.8249391320952881,1.0140845070422535,1.0974808324205916,14.4,4,5.555555555555555,0,0,1
1661,1,19,10.0,2022-08-23,103700.83,1428000.0,EcoNomix Modeler,95200,Tech  Enterprises  1,80701.0,"EDSA, Barangay 606, Pasig, Philippines",2022,8,23,1,235,3,34,0,0,0,0,0,955,53,68146400.0,1285781.1320754718,786381.2603058595,140000.0,3528000.0,553.0,10.433962264150944,5.063099666145023,2.0,21.0,18,183,1745,29.471698113207548,50,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,142800.0,-8500.830000000002,0.0,844.4306761997992,1.1106089243158845,0.9584086799276672,1.4029308383284373,1.0392156862745099,3,5.660377358490567,0,0,1
1665,30,10,11.0,2022-06-30,95797.12,985600.0,SegmentX Targeting,89600,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines",2022,6,30,3,181,2,26,0,0,1,0,1,901,63,94684800.0,1502933.3333333333,913350.3189692826,100800.0,4032000.0,667.0,10.587301587301587,5.58983790126483,1.0,21.0,16,299,1738,22.841269841269842,57,323,315481600.0,976723.2198142415,496638.45109408145,3351.0,10.374613003095975,5.54979486684454,87,6.0,5.551735991749742,89600.0,-6197.119999999995,0.0,2658.192026951151,0.6557842441447835,1.0389805097451275,1.0090883271797784,1.0862068965517242,5,7.936507936507936,0,0,1
1666,12,5,10.0,2023-01-30,89399.46,756000.0,SalesSync Optimizer,84000,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",2023,1,30,0,30,1,5,0,0,0,0,0,1115,63,88681600.0,1407644.4444444445,770293.936728424,84000.0,3920000.0,679.0,10.777777777777779,5.128806829878455,1.0,20.0,18,295,1710,22.46031746031746,85,320,295344000.0,922950.0,497416.72228754556,3305.0,10.328125,5.525814845087949,90,7.0,5.500171880371261,75600.0,-5399.460000000006,0.0,967.3899052044812,0.5370674412730487,0.9278350515463917,0.8191126279863481,0.7325581395348837,5,7.936507936507936,0,0,0
1669,86,2,14.0,2021-04-07,152612.78,2520000.0,MarketMinder Analytics,168000,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines",2021,4,7,2,97,2,14,0,0,0,0,0,452,76,109558400.0,1441557.894736842,900546.5210656853,151200.0,4480000.0,789.0,10.381578947368421,5.111991406521619,2.0,20.0,17,344,1722,18.13157894736842,73,323,574560000.0,1778823.5294117648,904719.0857061215,3460.0,10.712074303405572,5.31148495168511,85,6.0,5.551735991749742,180000.0,15387.220000000001,9.159059523809525,2152.001571400511,1.748108771212431,1.3485424588086186,1.4166666666666665,1.027027027027027,5,6.578947368421052,1,0,0
1670,47,7,17.0,2024-05-17,130556.44,2419200.0,DataBridge Integration Tool,151200,Green  Industries  47,31130.0,"Taft Ave, Barangay 707, Mandaluyong, Philippines",2024,5,17,4,138,2,20,0,0,0,0,0,1588,42,51060800.0,1215733.3333333333,755029.4281671238,100800.0,3584000.0,435.0,10.357142857142858,5.24437644725829,1.0,21.0,16,335,1762,33.976190476190474,33,311,483991200.0,1556241.800643087,831648.5605004999,3256.0,10.469453376205788,5.367602879124025,86,11.0,5.34547954623582,142305.88235294117,20643.559999999998,13.653148148148148,1640.2441374879538,1.989910067997368,1.6413793103448275,1.5545142143080286,1.2352941176470589,2,4.761904761904762,1,1,0
1671,33,6,13.0,2022-03-27,178337.87,1344000.0,RevenueVue Dashboard,179200,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines",2022,3,27,6,86,1,12,1,0,0,0,0,806,69,95620000.0,1385797.1014492754,930997.7484605073,84000.0,4256000.0,683.0,9.898550724637682,5.472242597435104,1.0,20.0,18,296,1751,21.08695652173913,44,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,103384.61538461539,862.1300000000047,0.48109933035714547,1838.7400726881142,0.9698389458272327,1.3133235724743777,0.7195932733672272,1.5333333333333334,7,10.144927536231885,0,0,0
1674,100,4,15.0,2023-02-15,116564.33,1848000.0,CustomerScope Insights,123200,Global Solutions 100,74653.0,"Ayala avenue, barangay 456, taguig, philippines",2023,2,15,2,46,1,7,0,0,0,0,0,1131,64,92332800.0,1442700.0,885489.7452194967,84000.0,4480000.0,708.0,11.0625,5.135852813991472,1.0,21.0,18,297,1740,22.546875,55,303,409819200.0,1352538.6138613862,663497.0322830415,3323.0,10.966996699669966,5.418166024544235,88,13.0,5.207975249226538,123200.0,6635.669999999998,5.386095779220778,1236.8263834005331,1.2809315866084425,1.3559322033898304,1.3663195867836353,1.1428571428571428,3,4.6875,0,1,0
1675,93,14,4.0,2021-04-22,123558.15,515200.0,InsightMax Insights Platform,128800,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",2021,4,22,3,112,2,16,0,0,0,0,0,467,71,109401600.0,1540867.6056338027,929683.2000778771,100800.0,4480000.0,832.0,11.71830985915493,5.169092483465129,2.0,21.0,18,92,1786,23.859154929577464,9,297,403200000.0,1357575.7575757576,689145.5716100762,3152.0,10.612794612794612,5.225480509546138,89,14.0,5.104847026469577,128800.0,5241.850000000006,4.069759316770191,1381.4728760480857,0.3343570843570844,0.34134615384615385,0.3795,7.1,7,9.859154929577464,0,0,0
1676,60,12,16.0,2023-08-28,92369.36,1344000.0,BudgetMaster Pro,84000,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",2023,8,28,0,240,3,35,0,0,0,0,0,1325,61,79172800.0,1297914.7540983607,701954.5782636902,151200.0,3724000.0,625.0,10.245901639344263,5.058510115653019,1.0,21.0,18,347,1724,22.57377049180328,71,309,287700000.0,931067.9611650485,469496.5097197331,3270.0,10.58252427184466,5.387318451778213,85,12.0,5.3111034719834995,84000.0,-8369.36,0.0,697.908200594131,1.035507143867591,1.5615999999999999,1.4435036496350364,0.8472222222222222,7,11.475409836065573,0,1,1
1677,49,18,17.0,2023-06-09,143688.93,2419200.0,DashSync Analytics Hub,134400,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",2023,6,9,4,160,2,23,0,0,0,0,0,1245,87,128704800.0,1479365.5172413792,937188.8862788306,100800.0,3920000.0,920.0,10.574712643678161,5.290694296346787,1.0,21.0,18,371,1748,15.827586206896552,47,313,462336000.0,1477111.821086262,719955.3553783867,3497.0,11.172523961661343,5.445735718840574,86,10.0,5.37985562048814,142305.88235294117,-9288.929999999993,0.0,1114.1632833262636,1.6352956533089675,1.6076086956521738,1.6377906976744188,1.8125,4,4.597701149425287,1,1,1
1679,79,15,10.0,2024-06-16,107025.48,907200.0,NexGen Segmentator,100800,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",2024,6,16,6,168,2,24,1,0,0,0,0,1618,70,94012800.0,1343040.0,814702.0151253312,134400.0,3404800.0,700.0,10.0,5.413349039743046,1.0,20.0,18,310,1731,20.3,64,320,339057600.0,1059555.0,552570.8682956679,3289.0,10.278125,5.154736348076572,87,7.0,5.500171880371261,90720.0,-6225.479999999996,0.0,1131.2396216879647,0.6754824874910651,1.0,0.8562085026261025,1.0769230769230769,4,5.714285714285714,0,0,1
1680,2,7,9.0,2024-09-15,159197.81,1360800.0,DataBridge Integration Tool,151200,Global  Partners  2,80511.0,"Commonwealth Ave, Barangay 789, Taguig, Philippines",2024,9,15,6,259,3,37,1,0,0,0,0,1709,63,88989600.0,1412533.3333333333,928323.0249808938,128800.0,4480000.0,606.0,9.619047619047619,5.265311225763151,1.0,20.0,18,308,1729,22.555555555555557,66,311,483991200.0,1556241.800643087,831648.5605004999,3256.0,10.469453376205788,5.367602879124025,86,11.0,5.34547954623582,151200.0,-7997.809999999998,0.0,1105.309833438909,0.9633754955635265,0.9356435643564357,0.8744142455482661,0.9402985074626866,8,12.698412698412698,0,0,1
1682,98,7,17.0,2022-05-09,139016.41,2419200.0,DataBridge Integration Tool,151200,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines",2022,5,9,0,129,2,19,0,0,0,0,0,849,68,95144000.0,1399176.4705882352,673796.1918078938,84000.0,3404800.0,724.0,10.647058823529411,5.3581147995767475,1.0,21.0,18,153,1733,23.235294117647058,62,311,483991200.0,1556241.800643087,831648.5605004999,3256.0,10.469453376205788,5.367602879124025,86,11.0,5.34547954623582,142305.88235294117,12183.589999999997,8.057929894179892,1338.2657008228427,1.7290170688640378,1.5966850828729282,1.5545142143080286,1.0793650793650793,4,5.88235294117647,1,1,0
