Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost,Product_TargetEncoded
1355,57,3,16.0,2024-03-06,130556.44,1713600.0,1091288.8917313549
1356,71,7,10.0,2022-01-08,158318.19,2116800.0,1552845.4166840687
1357,7,2,18.0,2022-01-07,163894.2,3192000.0,1768865.4016684268
1359,76,10,17.0,2023-01-04,95173.82,1612800.0,990852.1884552134
1361,59,12,14.0,2022-04-15,86538.63,1092000.0,947248.2092651601
1362,69,3,6.0,2021-11-21,102894.37,504000.0,1091288.8917313549
1363,92,5,19.0,2021-01-16,130556.44,1680000.0,938836.9053199579
1366,54,10,20.0,2023-02-13,83717.47,1792000.0,990852.1884552134
1367,9,15,5.0,2024-10-10,97322.95,1344000.0,1071302.3598654123
1369,58,11,14.0,2023-05-29,153549.32,2195200.0,1697988.1091706653
1370,85,2,10.0,2022-06-09,183266.39,1680000.0,1768865.4016684268
1372,29,7,11.0,2023-01-16,143743.75,1814400.0,1552845.4166840687
1373,25,17,10.0,2021-05-29,157079.53,1344000.0,1786018.55482158
1375,46,3,5.0,2023-07-23,97471.09,1344000.0,1091288.8917313549
1377,10,4,3.0,2021-12-24,130556.44,369600.0,1355563.5104012336
1378,58,15,1.0,2021-09-13,96347.85,201600.0,1071302.3598654123
1379,80,5,19.0,2024-04-06,88888.64,1680000.0,938836.9053199579
1380,57,17,11.0,2023-01-09,160766.19,1848000.0,1786018.55482158
1381,46,7,8.0,2022-03-02,153397.97,1344000.0,1552845.4166840687
1383,57,6,10.0,2021-07-07,163948.53,1971200.0,1856597.2982952015
1384,55,9,11.0,2020-12-04,109383.62,1232000.0,1231093.5428941457
1387,89,4,21.0,2022-11-04,114523.71,2464000.0,1355563.5104012336
1388,32,10,13.0,2021-10-16,89391.62,1075200.0,990852.1884552134
1389,51,10,3.0,2024-09-21,93057.5,268800.0,990852.1884552134
1391,49,17,3.0,2022-12-23,183488.15,336000.0,1786018.55482158
1392,45,1,10.0,2021-04-22,131108.08,1260000.0,1422936.3264696824
1395,93,14,3.0,2022-01-06,128932.5,386400.0,1360495.6962722675
1398,59,15,10.0,2024-10-13,109537.67,604800.0,1071302.3598654123
1401,22,12,18.0,2022-04-29,78373.86,1596000.0,947248.2092651601
1402,42,14,10.0,2023-09-22,118931.49,1344000.0,1360495.6962722675
1406,46,17,1.0,2024-07-02,172107.03,336000.0,1786018.55482158
1407,98,19,11.0,2020-06-12,104265.05,952000.0,1030723.8884897787
1408,51,17,14.0,2020-12-28,168519.5,2184000.0,1786018.55482158
1409,25,11,18.0,2023-01-19,147346.48,2822400.0,1697988.1091706653
1410,88,18,10.0,2022-12-10,141320.62,1344000.0,1476186.311936799
1411,69,5,10.0,2021-09-24,88434.74,672000.0,938836.9053199579
1413,33,6,10.0,2023-02-25,181213.19,2150400.0,1856597.2982952015
1414,55,13,17.0,2021-09-24,180084.26,3332000.0,2013179.87463704
1416,46,7,4.0,2023-09-19,142729.15,1344000.0,1552845.4166840687
1420,30,13,13.0,2024-03-18,185029.94,1344000.0,2013179.87463704
1421,88,14,15.0,2024-08-01,130556.44,2060800.0,1360495.6962722675
1423,38,10,7.0,2024-06-03,97252.96,716800.0,990852.1884552134
1426,5,12,11.0,2022-01-24,75713.66,840000.0,947248.2092651601
1427,4,13,10.0,2021-10-27,183319.45,1960000.0,2013179.87463704
1428,20,19,11.0,2024-05-16,100862.69,952000.0,1030723.8884897787
1429,76,12,4.0,2022-03-05,81660.87,336000.0,947248.2092651601
1430,64,15,10.0,2021-12-18,95571.75,1612800.0,1071302.3598654123
1431,79,17,17.0,2024-06-04,160917.17,3024000.0,1786018.55482158
1434,80,2,10.0,2024-04-09,181411.58,2520000.0,1768865.4016684268
1435,24,5,17.0,2022-03-09,76865.21,1428000.0,938836.9053199579
1436,75,11,15.0,2020-11-13,152894.02,2195200.0,1697988.1091706653
1437,79,3,13.0,2023-02-14,94561.44,1209600.0,1091288.8917313549
1439,19,12,4.0,2020-11-20,89549.12,252000.0,947248.2092651601
1440,62,4,19.0,2021-09-05,118220.95,1344000.0,1355563.5104012336
1441,93,13,7.0,2023-09-11,180792.08,1372000.0,2013179.87463704
1442,38,15,7.0,2021-04-30,98504.37,1344000.0,1071302.3598654123
1447,1,4,4.0,2023-11-30,131505.6,369600.0,1355563.5104012336
1448,56,20,11.0,2022-05-01,236289.17,2240000.0,2343629.50363938
1449,72,11,12.0,2021-11-07,147009.13,1881600.0,1697988.1091706653
1450,80,18,18.0,2022-12-10,146752.97,2419200.0,1476186.311936799
1452,67,15,11.0,2022-06-10,109682.13,1008000.0,1071302.3598654123
1456,19,10,3.0,2021-08-01,89113.61,179200.0,990852.1884552134
1458,56,11,12.0,2021-06-19,161355.34,1881600.0,1697988.1091706653
1459,2,20,19.0,2022-11-27,219109.46,4480000.0,2343629.50363938
1461,24,6,18.0,2022-05-26,161874.78,3404800.0,1856597.2982952015
1465,59,2,15.0,2021-07-04,153111.12,2520000.0,1768865.4016684268
1466,10,15,17.0,2023-08-25,130556.44,1612800.0,1071302.3598654123
1469,24,14,15.0,2023-05-20,127837.38,1932000.0,1360495.6962722675
1471,86,15,12.0,2021-10-23,91967.26,1344000.0,1071302.3598654123
1473,49,7,10.0,2021-02-26,130556.44,1663200.0,1552845.4166840687
1474,90,9,10.0,2021-03-08,113292.59,1232000.0,1231093.5428941457
1478,91,19,4.0,2024-01-06,101980.97,285600.0,1030723.8884897787
1479,75,3,18.0,2021-10-15,103051.34,1814400.0,1091288.8917313549
1481,96,3,2.0,2021-10-16,103001.93,201600.0,1091288.8917313549
1484,25,17,10.0,2021-08-12,166665.91,1680000.0,1786018.55482158
1491,20,12,2.0,2023-07-18,79607.52,168000.0,947248.2092651601
1492,34,9,10.0,2021-02-23,119016.6,1344000.0,1231093.5428941457
1496,77,19,3.0,2022-09-03,102530.6,190400.0,1030723.8884897787
1497,76,3,15.0,2024-03-19,97070.51,1612800.0,1091288.8917313549
1498,22,3,9.0,2023-11-13,110469.84,1344000.0,1091288.8917313549
1500,92,1,16.0,2021-08-01,130556.44,2240000.0,1422936.3264696824
1503,63,14,19.0,2022-12-27,121970.07,2318400.0,1360495.6962722675
1504,61,2,19.0,2020-11-14,168660.03,3024000.0,1768865.4016684268
1505,89,15,14.0,2024-04-22,95970.38,1512000.0,1071302.3598654123
1506,89,3,13.0,2021-09-25,105776.8,1310400.0,1091288.8917313549
1507,59,10,1.0,2024-02-27,81248.99,179200.0,990852.1884552134
1509,45,10,14.0,2022-11-14,85474.08,1344000.0,990852.1884552134
1510,59,14,19.0,2024-05-09,135295.83,2576000.0,1360495.6962722675
1511,44,2,19.0,2024-03-27,177652.75,3192000.0,1768865.4016684268
1512,51,2,7.0,2021-11-15,171497.9,1176000.0,1768865.4016684268
1515,12,4,6.0,2022-03-21,126709.81,862400.0,1355563.5104012336
1517,21,17,1.0,2024-01-11,178269.59,168000.0,1786018.55482158
1522,27,4,10.0,2023-12-02,133868.54,1355200.0,1355563.5104012336
1524,97,14,14.0,2023-02-19,118973.33,1932000.0,1360495.6962722675
1526,19,2,14.0,2024-07-06,171791.57,2352000.0,1768865.4016684268
1527,3,5,2.0,2022-07-05,78360.31,168000.0,938836.9053199579
1530,51,12,8.0,2021-04-04,90424.26,588000.0,947248.2092651601
1531,46,19,19.0,2024-02-01,86130.6,1904000.0,1030723.8884897787
1533,42,15,3.0,2024-02-04,101733.09,201600.0,1071302.3598654123
1534,38,9,11.0,2024-03-15,118326.92,1120000.0,1231093.5428941457
1535,72,2,10.0,2023-11-24,172381.46,1848000.0,1768865.4016684268
1536,7,9,10.0,2021-10-31,112111.95,1680000.0,1231093.5428941457
1537,30,7,5.0,2023-01-12,140460.22,756000.0,1552845.4166840687
1538,9,11,11.0,2021-11-12,158039.4,1881600.0,1697988.1091706653
1539,80,2,2.0,2024-07-05,164916.5,336000.0,1768865.4016684268
1541,12,15,10.0,2024-08-13,105858.04,100800.0,1071302.3598654123
1542,7,15,3.0,2021-09-08,98992.14,302400.0,1071302.3598654123
1543,13,12,20.0,2021-04-30,88359.36,1596000.0,947248.2092651601
1544,64,7,9.0,2022-05-10,160574.48,1512000.0,1552845.4166840687
1545,51,4,19.0,2024-10-13,125233.62,2217600.0,1355563.5104012336
1548,9,12,18.0,2021-02-24,83101.81,1596000.0,947248.2092651601
1551,32,7,17.0,2024-07-30,153386.38,2419200.0,1552845.4166840687
1554,76,9,7.0,2023-09-19,116608.66,784000.0,1231093.5428941457
1556,39,10,2.0,2021-02-26,94372.03,179200.0,990852.1884552134
1557,55,17,19.0,2022-06-08,171786.14,3024000.0,1786018.55482158
1560,92,18,16.0,2023-07-02,142686.97,2150400.0,1476186.311936799
1562,22,4,10.0,2021-09-02,132020.92,1601600.0,1355563.5104012336
1563,45,9,18.0,2023-04-14,130556.44,1904000.0,1231093.5428941457
1564,30,14,6.0,2023-05-01,128136.72,901600.0,1360495.6962722675
1565,81,14,6.0,2021-03-07,119123.83,901600.0,1360495.6962722675
1566,39,4,20.0,2023-09-08,126580.21,1344000.0,1355563.5104012336
1569,78,7,6.0,2022-02-07,130556.44,756000.0,1552845.4166840687
1571,48,15,8.0,2022-05-27,107235.36,806400.0,1071302.3598654123
1572,34,3,13.0,2022-08-07,99889.97,1310400.0,1091288.8917313549
1573,88,7,10.0,2024-08-03,130556.44,151200.0,1552845.4166840687
1574,33,20,14.0,2024-09-20,213208.56,3136000.0,2343629.50363938
1575,2,1,5.0,2021-01-15,135227.4,840000.0,1422936.3264696824
1577,15,18,11.0,2023-05-09,121549.55,1478400.0,1476186.311936799
1579,38,9,10.0,2021-05-29,115058.46,784000.0,1231093.5428941457
1580,39,15,19.0,2021-10-12,104427.68,1915200.0,1071302.3598654123
1581,96,15,6.0,2021-08-06,94707.74,504000.0,1071302.3598654123
1582,1,10,2.0,2024-06-30,83202.64,268800.0,990852.1884552134
1583,56,20,11.0,2024-03-21,218956.72,2464000.0,2343629.50363938
1584,96,17,2.0,2020-11-10,158823.72,336000.0,1786018.55482158
1586,4,9,10.0,2023-08-10,102353.53,1120000.0,1231093.5428941457
1587,78,5,14.0,2021-04-25,90029.51,1344000.0,938836.9053199579
1589,79,14,19.0,2022-12-14,138229.02,2576000.0,1360495.6962722675
1591,47,19,14.0,2024-04-16,103094.35,1237600.0,1030723.8884897787
1594,88,12,5.0,2020-12-29,82172.69,336000.0,947248.2092651601
1596,85,11,10.0,2023-12-08,147230.89,1411200.0,1697988.1091706653
1598,66,9,15.0,2021-09-02,122812.77,1680000.0,1231093.5428941457
1599,24,13,20.0,2022-06-18,184292.85,3724000.0,2013179.87463704
1601,83,10,21.0,2022-04-18,82099.52,1792000.0,990852.1884552134
1604,57,14,18.0,2023-03-08,122041.23,2447200.0,1360495.6962722675
1605,13,7,8.0,2021-07-06,143460.93,1058400.0,1552845.4166840687
1608,91,17,15.0,2021-02-25,153792.96,2520000.0,1786018.55482158
1612,10,17,8.0,2021-07-15,174913.84,1176000.0,1786018.55482158
1616,87,17,6.0,2024-09-01,130556.44,840000.0,1786018.55482158
1620,83,13,3.0,2021-01-11,210178.83,588000.0,2013179.87463704
1621,21,19,2.0,2024-09-20,87447.24,190400.0,1030723.8884897787
1622,59,6,6.0,2023-06-12,183624.98,1254400.0,1856597.2982952015
1624,16,7,10.0,2020-12-04,136118.87,1058400.0,1552845.4166840687
1629,82,6,6.0,2022-03-18,183201.78,1254400.0,1856597.2982952015
1630,49,20,10.0,2023-02-19,232072.34,1792000.0,2343629.50363938
1631,56,13,4.0,2021-01-18,130556.44,588000.0,2013179.87463704
1632,39,11,16.0,2022-10-03,169840.55,2665600.0,1697988.1091706653
1633,46,17,5.0,2022-08-15,172942.86,840000.0,1786018.55482158
1636,4,5,16.0,2021-04-07,130556.44,1428000.0,938836.9053199579
1637,75,6,1.0,2022-11-08,180957.52,179200.0,1856597.2982952015
1638,53,10,7.0,2022-08-05,96057.07,716800.0,990852.1884552134
1639,50,14,17.0,2021-06-23,125165.88,2060800.0,1360495.6962722675
1641,95,6,14.0,2021-01-29,183506.61,2688000.0,1856597.2982952015
1646,41,17,15.0,2023-07-31,174436.27,2352000.0,1786018.55482158
1647,59,12,5.0,2020-11-12,84094.41,336000.0,947248.2092651601
1648,17,3,9.0,2023-12-18,97581.87,806400.0,1091288.8917313549
1649,82,11,1.0,2023-08-22,162738.78,313600.0,1697988.1091706653
1651,73,20,7.0,2021-06-11,212537.98,1792000.0,2343629.50363938
1653,50,20,14.0,2024-06-23,130556.44,3360000.0,2343629.50363938
1654,88,6,21.0,2024-07-17,195138.53,3584000.0,1856597.2982952015
1655,63,3,10.0,2022-10-15,109391.58,1108800.0,1091288.8917313549
1656,73,5,7.0,2023-08-20,130556.44,588000.0,938836.9053199579
1658,34,19,2.0,2023-12-22,102202.01,190400.0,1030723.8884897787
1659,84,9,12.0,2021-07-10,115182.39,1344000.0,1231093.5428941457
1661,1,19,10.0,2022-08-23,103700.83,1428000.0,1030723.8884897787
1665,30,10,11.0,2022-06-30,95797.12,985600.0,990852.1884552134
1666,12,5,10.0,2023-01-30,89399.46,756000.0,938836.9053199579
1669,86,2,14.0,2021-04-07,152612.78,2520000.0,1768865.4016684268
1670,47,7,17.0,2024-05-17,130556.44,2419200.0,1552845.4166840687
1671,33,6,13.0,2022-03-27,178337.87,1344000.0,1856597.2982952015
1674,100,4,15.0,2023-02-15,116564.33,1848000.0,1355563.5104012336
1675,93,14,4.0,2021-04-22,123558.15,515200.0,1360495.6962722675
1676,60,12,16.0,2023-08-28,92369.36,1344000.0,947248.2092651601
1677,49,18,17.0,2023-06-09,143688.93,2419200.0,1476186.311936799
1679,79,15,10.0,2024-06-16,107025.48,907200.0,1071302.3598654123
1680,2,7,9.0,2024-09-15,159197.81,1360800.0,1552845.4166840687
1682,98,7,17.0,2022-05-09,139016.41,2419200.0,1552845.4166840687
1684,16,10,18.0,2023-01-20,130556.44,1702400.0,990852.1884552134
1687,90,10,10.0,2020-12-03,90692.09,985600.0,990852.1884552134
1688,3,13,11.0,2024-01-21,130556.44,2156000.0,2013179.87463704
1689,38,20,18.0,2023-07-18,223594.82,4032000.0,2343629.50363938
1691,78,9,6.0,2024-09-21,130556.44,672000.0,1231093.5428941457
1693,51,4,12.0,2021-04-01,121915.48,1478400.0,1355563.5104012336
1699,70,20,9.0,2022-01-27,202207.14,1792000.0,2343629.50363938
1701,81,3,1.0,2024-08-22,100344.36,201600.0,1091288.8917313549
1702,64,19,9.0,2023-04-05,89983.47,1344000.0,1030723.8884897787
1703,45,18,17.0,2024-04-01,124450.11,2419200.0,1476186.311936799
1704,94,10,6.0,2024-05-04,92216.02,537600.0,990852.1884552134
1705,98,3,6.0,2024-06-08,102300.78,705600.0,1091288.8917313549
1706,54,13,1.0,2023-10-04,186968.69,392000.0,2013179.87463704
1707,47,5,9.0,2024-10-19,86007.79,672000.0,938836.9053199579
1709,83,19,6.0,2022-11-18,92568.07,666400.0,1030723.8884897787
1713,23,10,10.0,2021-12-22,97140.63,985600.0,990852.1884552134
1714,42,4,18.0,2023-11-21,132837.33,1344000.0,1355563.5104012336
1715,91,9,18.0,2022-02-16,110518.94,2016000.0,1231093.5428941457
1716,20,3,14.0,2023-12-01,130556.44,1411200.0,1091288.8917313549
1717,63,2,20.0,2024-08-07,153693.34,3192000.0,1768865.4016684268
1722,83,18,12.0,2022-12-30,130286.39,1612800.0,1476186.311936799
1727,48,19,1.0,2023-05-11,94038.76,95200.0,1030723.8884897787
1729,30,15,3.0,2023-02-22,130556.44,302400.0,1071302.3598654123
1733,5,4,8.0,2022-04-21,133592.43,1108800.0,1355563.5104012336
1734,64,20,16.0,2024-05-01,211944.04,1344000.0,2343629.50363938
1735,76,2,10.0,2021-01-17,173298.8,504000.0,1768865.4016684268
1736,23,14,13.0,2023-11-22,118378.34,1545600.0,1360495.6962722675
1738,15,18,1.0,2022-08-31,127260.04,268800.0,1476186.311936799
1739,51,13,7.0,2023-11-05,130556.44,1176000.0,2013179.87463704
1740,24,11,21.0,2024-03-20,149715.68,3136000.0,1697988.1091706653
1742,47,14,17.0,2020-12-11,123163.75,2060800.0,1360495.6962722675
1744,90,2,3.0,2022-01-03,130556.44,504000.0,1768865.4016684268
1745,80,3,17.0,2024-06-04,108738.21,1814400.0,1091288.8917313549
1746,13,17,17.0,2024-01-04,181085.95,2856000.0,1786018.55482158
1747,39,1,11.0,2022-04-25,130556.44,1400000.0,1422936.3264696824
1750,61,3,8.0,2023-05-05,92143.93,907200.0,1091288.8917313549
1751,50,5,3.0,2024-04-06,85836.26,168000.0,938836.9053199579
1753,31,6,15.0,2022-02-04,191344.58,2508800.0,1856597.2982952015
1754,33,7,1.0,2021-11-13,161249.4,302400.0,1552845.4166840687
1759,42,7,20.0,2024-06-21,155418.21,3024000.0,1552845.4166840687
1760,13,15,5.0,2021-09-15,94576.31,504000.0,1071302.3598654123
1764,4,3,18.0,2023-07-07,92543.73,1915200.0,1091288.8917313549
1768,89,17,19.0,2022-03-25,164149.77,3192000.0,1786018.55482158
1769,80,18,10.0,2024-03-10,146816.29,1612800.0,1476186.311936799
1772,25,17,6.0,2023-05-15,173447.82,840000.0,1786018.55482158
1775,34,15,9.0,2024-01-23,109359.64,806400.0,1071302.3598654123
1776,79,9,11.0,2023-02-06,120161.38,1232000.0,1231093.5428941457
1777,9,15,2.0,2024-09-08,93813.86,100800.0,1071302.3598654123
1778,13,19,18.0,2022-11-20,96580.59,1808800.0,1030723.8884897787
1782,9,20,8.0,2020-11-24,219938.84,2016000.0,2343629.50363938
1784,23,3,19.0,2022-10-24,107275.86,1814400.0,1091288.8917313549
1785,41,12,10.0,2023-04-08,81354.08,924000.0,947248.2092651601
1789,76,5,2.0,2021-11-26,89714.16,84000.0,938836.9053199579
1793,61,5,5.0,2023-10-25,90176.88,336000.0,938836.9053199579
1794,53,10,9.0,2023-07-02,93093.06,896000.0,990852.1884552134
1796,12,11,10.0,2022-02-27,146054.5,1724800.0,1697988.1091706653
1798,39,2,10.0,2023-05-04,173419.03,1848000.0,1768865.4016684268
1805,3,12,10.0,2023-12-03,130556.44,252000.0,947248.2092651601
1806,73,9,12.0,2024-05-23,111976.7,1344000.0,1231093.5428941457
1809,94,13,15.0,2024-08-28,208228.92,2744000.0,2013179.87463704
1810,89,9,9.0,2022-10-29,104613.2,1120000.0,1231093.5428941457
1811,2,10,7.0,2021-07-12,81025.85,537600.0,990852.1884552134
1815,3,3,13.0,2023-05-09,92940.87,1344000.0,1091288.8917313549
1818,25,3,9.0,2024-01-09,95012.55,1008000.0,1091288.8917313549
1820,37,4,10.0,2023-01-11,110942.52,1344000.0,1355563.5104012336
1822,94,13,1.0,2023-08-05,184818.76,196000.0,2013179.87463704
1824,23,12,9.0,2023-03-17,86840.57,840000.0,947248.2092651601
1825,85,5,9.0,2021-01-28,83858.13,672000.0,938836.9053199579
1828,60,20,3.0,2022-08-04,130556.44,896000.0,2343629.50363938
1829,58,12,19.0,2023-06-22,77301.78,1512000.0,947248.2092651601
1831,43,13,17.0,2022-11-22,204470.43,3136000.0,2013179.87463704
1832,37,18,14.0,2022-11-27,123816.95,1344000.0,1476186.311936799
1834,78,14,6.0,2021-01-10,130556.44,901600.0,1360495.6962722675
1835,37,17,2.0,2022-12-05,130556.44,504000.0,1786018.55482158
1838,47,12,8.0,2024-11-07,130556.44,588000.0,947248.2092651601
1840,71,15,1.0,2022-01-13,110597.64,1344000.0,1071302.3598654123
1841,15,9,9.0,2020-12-09,119700.52,1344000.0,1231093.5428941457
1842,49,9,12.0,2022-07-29,118421.53,1344000.0,1231093.5428941457
1845,16,17,20.0,2022-08-10,165693.53,3360000.0,1786018.55482158
1846,33,11,13.0,2024-10-06,169598.86,2195200.0,1697988.1091706653
1847,95,5,2.0,2023-01-27,85944.82,168000.0,938836.9053199579
1848,9,18,8.0,2024-06-12,139213.36,1075200.0,1476186.311936799
1850,31,19,13.0,2024-10-24,90905.28,1237600.0,1030723.8884897787
1851,51,20,6.0,2021-10-27,217694.96,1120000.0,2343629.50363938
1853,15,14,16.0,2022-09-21,132611.27,1932000.0,1360495.6962722675
1854,63,1,14.0,2023-10-02,148991.48,1960000.0,1422936.3264696824
1855,22,1,13.0,2024-01-24,130556.44,1960000.0,1422936.3264696824
1857,88,4,10.0,2023-07-17,130556.44,616000.0,1355563.5104012336
1858,57,5,10.0,2021-07-06,78994.61,1176000.0,938836.9053199579
1859,37,20,6.0,2022-02-28,242226.3,1568000.0,2343629.50363938
1862,68,13,8.0,2021-08-07,214731.48,1372000.0,2013179.87463704
1863,67,7,16.0,2021-04-06,156027.67,2268000.0,1552845.4166840687
1864,72,1,3.0,2023-09-01,130620.78,560000.0,1422936.3264696824
1866,5,11,14.0,2020-05-12,157889.46,2195200.0,1697988.1091706653
1867,69,19,2.0,2024-06-19,88692.2,285600.0,1030723.8884897787
1870,43,5,10.0,2024-04-20,90022.34,420000.0,938836.9053199579
1872,66,13,7.0,2023-02-12,192268.69,1176000.0,2013179.87463704
1874,73,18,20.0,2022-02-16,128598.66,2553600.0,1476186.311936799
1875,66,14,9.0,2022-11-16,132465.73,1030400.0,1360495.6962722675
1876,98,14,13.0,2022-02-23,117802.47,1803200.0,1360495.6962722675
1877,78,9,10.0,2022-09-12,107085.07,1344000.0,1231093.5428941457
1878,86,6,20.0,2023-06-20,166934.03,3404800.0,1856597.2982952015
1880,66,18,6.0,2021-04-04,130556.44,806400.0,1476186.311936799
1881,24,7,11.0,2023-02-16,150134.58,1814400.0,1552845.4166840687
1883,78,18,5.0,2022-03-07,128426.6,806400.0,1476186.311936799
1884,33,3,16.0,2021-02-26,92690.23,1512000.0,1091288.8917313549
1885,66,7,15.0,2024-03-17,130556.44,2419200.0,1552845.4166840687
1886,51,11,13.0,2023-04-22,155994.74,2038400.0,1697988.1091706653
1887,39,20,21.0,2021-01-13,210105.3,4480000.0,2343629.50363938
1888,46,13,6.0,2024-09-01,201356.52,1176000.0,2013179.87463704
1892,68,1,13.0,2021-07-24,149834.78,1960000.0,1422936.3264696824
1893,27,18,5.0,2023-03-13,128019.02,1344000.0,1476186.311936799
1898,25,5,8.0,2024-10-22,78250.93,756000.0,938836.9053199579
1899,55,4,12.0,2023-01-09,118448.52,1601600.0,1355563.5104012336
1900,72,20,10.0,2024-10-02,229014.45,1344000.0,2343629.50363938
1901,24,7,18.0,2020-06-12,163268.07,2721600.0,1552845.4166840687
1903,85,2,10.0,2022-02-24,173966.58,2184000.0,1768865.4016684268
1909,57,18,5.0,2024-03-27,143296.36,537600.0,1476186.311936799
1910,23,1,5.0,2022-01-07,141150.26,840000.0,1422936.3264696824
1911,100,19,10.0,2023-07-17,130556.44,1047200.0,1030723.8884897787
1913,38,10,10.0,2020-12-24,98209.53,985600.0,990852.1884552134
1914,12,12,17.0,2022-03-12,91989.74,1344000.0,947248.2092651601
1915,43,10,13.0,2022-01-08,130556.44,1164800.0,990852.1884552134
1916,88,9,5.0,2022-08-09,120703.72,672000.0,1231093.5428941457
1917,4,19,19.0,2022-02-27,130556.44,1808800.0,1030723.8884897787
1918,48,3,6.0,2021-02-13,94214.39,604800.0,1091288.8917313549
1920,17,18,3.0,2021-10-18,127994.35,537600.0,1476186.311936799
1921,33,15,3.0,2021-12-31,130556.44,201600.0,1071302.3598654123
1923,66,2,5.0,2022-02-12,164788.16,1344000.0,1768865.4016684268
1924,88,12,10.0,2021-08-26,81858.95,924000.0,947248.2092651601
1925,97,17,17.0,2024-08-03,163225.2,2688000.0,1786018.55482158
1926,55,11,16.0,2024-09-14,154734.5,1344000.0,1697988.1091706653
1927,38,12,3.0,2021-01-10,87875.14,252000.0,947248.2092651601
1928,7,11,9.0,2022-04-30,171092.52,1411200.0,1697988.1091706653
1930,7,11,8.0,2021-08-14,130556.44,1097600.0,1697988.1091706653
1932,1,10,11.0,2020-12-10,83801.38,985600.0,990852.1884552134
1934,13,6,16.0,2022-08-13,195447.74,3046400.0,1856597.2982952015
1936,61,1,13.0,2024-04-26,146617.75,1960000.0,1422936.3264696824
1937,59,5,18.0,2021-05-21,78703.51,1596000.0,938836.9053199579
1938,25,20,15.0,2021-10-06,222889.73,3360000.0,2343629.50363938
1940,46,3,18.0,2023-07-26,93683.82,1915200.0,1091288.8917313549
1941,39,17,19.0,2023-04-10,157533.52,3024000.0,1786018.55482158
1942,46,11,15.0,2020-11-28,148743.87,2195200.0,1697988.1091706653
1943,55,17,10.0,2022-06-01,157991.36,672000.0,1786018.55482158
1945,29,20,12.0,2024-11-06,217514.26,2464000.0,2343629.50363938
1946,64,18,21.0,2022-05-03,135031.99,2688000.0,1476186.311936799
1949,24,18,6.0,2024-05-11,130556.44,806400.0,1476186.311936799
1950,88,6,20.0,2022-08-27,195194.54,3584000.0,1856597.2982952015
1951,38,3,10.0,2022-02-08,96379.8,907200.0,1091288.8917313549
1952,39,5,3.0,2023-10-15,130556.44,168000.0,938836.9053199579
1953,56,12,12.0,2023-05-11,86233.76,1092000.0,947248.2092651601
1956,15,11,5.0,2022-05-24,162575.61,784000.0,1697988.1091706653
1957,50,1,5.0,2023-07-26,144734.2,700000.0,1422936.3264696824
1958,19,14,17.0,2021-06-23,141138.96,2060800.0,1360495.6962722675
1959,2,4,10.0,2023-09-16,127648.83,1108800.0,1355563.5104012336
1960,83,3,10.0,2023-07-30,95633.69,1108800.0,1091288.8917313549
1961,15,11,8.0,2024-03-27,163496.16,1254400.0,1697988.1091706653
1962,87,14,6.0,2024-08-20,121987.08,901600.0,1360495.6962722675
1965,63,17,16.0,2023-10-21,159660.68,2856000.0,1786018.55482158
1967,73,2,9.0,2022-08-23,160602.56,1512000.0,1768865.4016684268
1970,64,11,7.0,2023-08-19,156200.97,1097600.0,1697988.1091706653
1972,93,15,10.0,2021-02-20,92545.04,201600.0,1071302.3598654123
1973,67,19,9.0,2021-01-04,101806.7,952000.0,1030723.8884897787
1974,72,4,20.0,2024-03-26,124868.57,2340800.0,1355563.5104012336
1975,21,15,14.0,2023-07-17,109776.23,1411200.0,1071302.3598654123
1978,50,11,12.0,2023-03-27,158433.1,1724800.0,1697988.1091706653
1980,33,19,7.0,2021-11-12,98405.79,666400.0,1030723.8884897787
1981,4,6,7.0,2024-03-31,194027.77,1254400.0,1856597.2982952015
1982,34,4,8.0,2024-05-01,114784.79,1344000.0,1355563.5104012336
1984,79,19,4.0,2023-08-12,94722.07,476000.0,1030723.8884897787
1988,4,13,15.0,2021-06-09,130556.44,2940000.0,2013179.87463704
1989,11,6,11.0,2023-03-27,176739.86,1792000.0,1856597.2982952015
1993,71,19,15.0,2022-05-18,97747.21,1344000.0,1030723.8884897787
1994,91,2,16.0,2021-07-30,167541.64,2520000.0,1768865.4016684268
1995,48,7,17.0,2023-06-25,149286.66,2721600.0,1552845.4166840687
1996,100,13,2.0,2023-04-23,204590.25,392000.0,2013179.87463704
1997,11,2,10.0,2023-10-30,155777.88,672000.0,1768865.4016684268
1998,78,3,16.0,2023-10-20,106634.66,1344000.0,1091288.8917313549
1999,48,10,13.0,2021-03-26,90154.76,1075200.0,990852.1884552134
2000,66,1,12.0,2023-10-11,145275.61,1540000.0,1422936.3264696824
2002,20,11,6.0,2021-10-05,164422.23,940800.0,1697988.1091706653
2003,100,18,6.0,2022-12-13,127210.54,806400.0,1476186.311936799
2004,49,2,7.0,2022-12-11,161954.76,1344000.0,1768865.4016684268
2005,88,20,11.0,2023-04-15,214402.57,2688000.0,2343629.50363938
2010,25,10,3.0,2022-01-08,93260.73,268800.0,990852.1884552134
2014,21,7,13.0,2022-02-10,166025.24,1814400.0,1552845.4166840687
2016,63,18,10.0,2023-10-27,137069.62,1747200.0,1476186.311936799
2017,73,15,19.0,2023-06-05,94167.51,1915200.0,1071302.3598654123
